date,portfolio,benchmark
2023-03-15,1.0,1.0
2023-03-16,0.997,1.0277662130627543
2023-03-17,1.0491709992904734,1.1250399423356066
2023-03-18,1.0314209042606661,1.1062488562149633
2023-03-19,1.0528663896934949,1.1502593006750053
2023-03-20,1.0419823844670144,1.1391237621080963
2023-03-21,1.0487977838525715,1.1558853609296813
2023-03-22,0.9885087551194679,1.1202609640709678
2023-03-23,1.0200946563063487,1.1623735666831083
2023-03-24,0.978267599212949,1.1278851827315781
2023-03-25,0.9969967577222223,1.1279435137653226
2023-03-26,1.014188914609461,1.1484400614975756
2023-03-27,0.9704283983610003,1.1133874369696322
2023-03-28,0.9824409879874312,1.1186484475131266
2023-03-29,1.0107166279539328,1.1629671330264864
2023-03-30,1.0068816651855736,1.150049533303655
2023-03-31,1.0155036932275987,1.1683020188627178
2023-04-01,1.0059027602498456,1.1655349805119861
2023-04-02,1.007905287868211,1.1568491049872072
2023-04-03,1.003752880828211,1.1400666736535707
2023-04-04,1.0009557398499038,1.1555683862463115
2023-04-05,1.0038063524722556,1.1559742997311324
2023-04-06,0.9880675150740351,1.1504834905546992
2023-04-07,0.9857692037639576,1.1456311177476015
2023-04-08,0.984891108788035,1.1465310021431847
2023-04-09,0.9946267438025828,1.1623357476612302
2023-04-10,1.0255191429536457,1.2164845744863264
2023-04-11,1.0326742619348186,1.2403637613004361
2023-04-12,1.0411435100876476,1.236425214646987
2023-04-13,1.0771383780207646,1.247092021692735
2023-04-14,1.104640245029403,1.2506460482487394
2023-04-15,1.1068914619301746,1.2437867032806083
2023-04-16,1.1672488759000246,1.2436578622060737
2023-04-17,1.1094570570934053,1.2079542216765176
2023-04-18,1.1251342547919154,1.2470299247818117
2023-04-19,1.0511874533458192,1.1824222955312982
2023-04-20,1.023655607170915,1.1587640935950283
2023-04-21,0.983624606021671,1.1190086095964809
2023-04-22,1.012898419182065,1.1411857801759742
2023-04-23,0.9831545468668726,1.1319096234347175
2023-04-24,0.9819100793038644,1.1292001949923132
2023-04-25,1.0482991884779396,1.1612915580571666
2023-04-26,1.0395831808052842,1.166013567413849
2023-04-27,1.0700255824994378,1.2091333418586387
2023-04-28,1.0380683350633082,1.203655593064761
2023-04-29,1.0156817880969755,1.1998906773867573
2023-04-30,1.0608479789296592,1.2007242182439606
2023-05-01,1.0402978480303275,1.1524291670552735
2023-05-02,1.1722481869628927,1.176591035032914
2023-05-03,1.031680647736216,1.1899554921392526
2023-05-04,0.9881490897782034,1.18344917812535
2023-05-05,0.990814636823489,1.2116193015467664
2023-05-06,0.9440929214289772,1.1857839418510108
2023-05-07,0.9371224076794566,1.167337713929868
2023-05-08,0.8964433217300096,1.1361305307515124
2023-05-09,0.8796492117286185,1.1346742580340587
2023-05-10,0.8928793391142948,1.1331555679054965
2023-05-11,0.8928793391142948,1.1076810112934656
2023-05-12,0.8928793391142948,1.09964855552169
2023-05-13,0.8928793391142948,1.0987906566503955
2023-05-14,0.8928793391142948,1.1048031600036285
2023-05-15,0.8928793391142948,1.1155536977228144
2023-05-16,0.8928793391142948,1.1091521872695407
2023-05-17,0.8928793391142948,1.1240091336142841
2023-05-18,0.8928793391142948,1.100765178167656
2023-05-19,0.8928793391142948,1.1031412864172345
2023-05-20,0.8902007010969519,1.112964777350124
2023-05-21,0.8625593074729402,1.0975495998074436
2023-05-22,0.8582980648055136,1.1015474389951936
2023-05-23,0.8684148075499201,1.1169088526317714
2023-05-24,0.8253312254331452,1.0803602133633836
2023-05-25,0.8214009373918405,1.0861605455938759
2023-05-26,0.8214009373918405,1.0961328287378418
2023-05-27,0.8214009373918405,1.1022479722754523
2023-05-28,0.8214009373918405,1.1521862279147332
2023-05-29,0.8214009373918405,1.138247835101373
2023-05-30,0.818936734579665,1.1364618478181794
2023-05-31,0.8074099356454135,1.116659904112755
2023-06-01,0.8106650153956965,1.1002631947522585
2023-06-02,0.830984210807589,1.1178878204481046
2023-06-03,0.8273164038031728,1.1107307308077283
2023-06-04,0.8309398936821273,1.1125332238504706
2023-06-05,0.7872607620623204,1.0567828575988838
2023-06-06,0.8173248927695397,1.1174444885666373
2023-06-07,0.7980180010644268,1.080818849128705
2023-06-08,0.8014111520607523,1.087473714978545
2023-06-09,0.8064142557224581,1.0863315324427922
2023-06-10,0.7618626772184953,1.0605218928869158
2023-06-11,0.7813845190080687,1.064170066372384
2023-06-12,0.7881307073765591,1.0626247747284328
2023-06-13,0.779683004810172,1.0632905337385743
2023-06-14,0.7177584352591591,1.030715295518799
2023-06-15,0.7177584352591591,1.0492466162391683
2023-06-16,0.7177584352591591,1.0800584624388214
2023-06-17,0.7177584352591591,1.0875745924119027
2023-06-18,0.7177584352591591,1.08041742264648
2023-06-19,0.7156051599533816,1.1015372631143077
2023-06-20,0.754954179165887,1.1621075515292196
2023-06-21,0.8002556753272342,1.2318405396197534
2023-06-22,0.7971904008524549,1.227122135890157
2023-06-23,0.8180630836093954,1.2592516384770742
2023-06-24,0.8108948278575249,1.2532304014937887
2023-06-25,0.8093874801994833,1.2504229801196955
2023-06-26,0.7986509302134621,1.2418435907815188
2023-06-27,0.808856416769737,1.258951970803717
2023-06-28,0.7796333859008774,1.2342588737687603
2023-06-29,0.7899655214801895,1.248990825041194
2023-06-30,0.8073332772552599,1.250299507423267
2023-07-01,0.8340074843883041,1.2549280909759026
2023-07-02,0.8326961229113378,1.2561871759542833
2023-07-03,0.8367649263859479,1.278162511542015
2023-07-04,0.8272327919265103,1.26262025567582
2023-07-05,0.8157550527797579,1.2518138707993263
2023-07-06,0.793285612199252,1.2270013874453045
2023-07-07,0.8031210130890162,1.2447618250947177
2023-07-08,0.8030308013854247,1.2427219215396335
2023-07-09,0.7972033270464689,1.237745435035736
2023-07-10,0.7961853669539245,1.2477239679333172
2023-07-11,0.8041341741988474,1.2561946275835938
2023-07-12,0.7997702161584967,1.2467876266416438
2023-07-13,0.8848140804049303,1.2912741741271117
2023-07-14,0.9027052662386328,1.244425540275177
2023-07-15,0.9043427124108939,1.2428558906171345
2023-07-16,0.8781655259863561,1.2409411423844527
2023-07-17,0.9076182855736157,1.2367056523092217
2023-07-18,0.8724487419133053,1.2248363285678179
2023-07-19,0.8836950391969449,1.2271895210541397
2023-07-20,0.9435118385823127,1.2221883560359657
2023-07-21,0.9281481943685708,1.226977029431213
2023-07-22,0.8933365932940386,1.221359141931265
2023-07-23,0.8995035965911671,1.2341888444782478
2023-07-24,0.8504870407736331,1.1969544950631767
2023-07-25,0.8312434573441897,1.1990251666360603
2023-07-26,0.8786868590746766,1.2042590949138876
2023-07-27,0.8837072971493587,1.1983400173647012
2023-07-28,0.8703571120159816,1.2027934475660105
2023-07-29,0.8818626448480337,1.2043388994600543
2023-07-30,0.8816859503863552,1.2009909545232682
2023-07-31,0.8740232431976701,1.1991367808256286
2023-08-01,0.8863236925666925,1.2174179511512857
2023-08-02,0.8636766246766586,1.195930657220886
2023-08-03,0.8584614581888476,1.1970268479800326
2023-08-04,0.8436898003470852,1.1927362318729111
2023-08-05,0.8454142583914608,1.1914249053643087
2023-08-06,0.8518059535700222,1.1914137679828656
2023-08-07,0.899406103508855,1.1971047295250867
2023-08-08,0.8384838446441556,1.2211002579065
2023-08-09,0.8170362895616278,1.2127314371901372
2023-08-10,0.8227370597988504,1.2073202723097782
2023-08-11,0.8235817762577766,1.2060125514282618
2023-08-12,0.8213290622327427,1.206761239861378
2023-08-13,0.8075218730167225,1.201302961453764
2023-08-14,0.8249962409108264,1.206452678307875
2023-08-15,0.7836649072109079,1.196685034532293
2023-08-16,0.7499858597659711,1.1774624750370424
2023-08-17,0.7016418550004542,1.0938871640637249
2023-08-18,0.6892589342711595,1.0686576298434394
2023-08-19,0.6870473026544001,1.0705713364505185
2023-08-20,0.6885772753147267,1.0744021149166239
2023-08-21,0.6653782876962191,1.071717364988496
2023-08-22,0.6542867706651354,1.06792328379362
2023-08-23,0.6792109277564201,1.0843322522862082
2023-08-24,0.6759144216464097,1.073285812770843
2023-08-25,0.6422454584173097,1.0685801489236164
2023-08-26,0.6433507461320109,1.066971798868186
2023-08-27,0.632390923547922,1.0703041995459799
2023-08-28,0.6207820393116722,1.0709793331865447
2023-08-29,0.6298269646209397,1.137489211162509
2023-08-30,0.6164417070477735,1.119843672829565
2023-08-31,0.5995753452353071,1.0638133496660231
2023-09-01,0.5774537059273295,1.0584495386880586
2023-09-02,0.5791170935315125,1.061242217053623
2023-09-03,0.5894252729411693,1.0653761085700795
2023-09-04,0.5817549598213775,1.0589291672155239
2023-09-05,0.5805865012978526,1.0575986106957969
2023-09-06,0.5889444639746173,1.056501378311048
2023-09-07,0.5802868495790363,1.0764783952427524
2023-09-08,0.5735583480701293,1.062754176678292
2023-09-09,0.5824515775589314,1.0623448979415242
2023-09-10,0.5495172509805288,1.0597418755606758
2023-09-11,0.5126145617387499,1.0322733270451205
2023-09-12,0.5017595279408207,1.0597877070871895
2023-09-13,0.5017595279408207,1.0759913952110232
2023-09-14,0.5017595279408207,1.088764208975096
2023-09-15,0.5017595279408207,1.091595667863095
2023-09-16,0.5017595279408207,1.0899378005290188
2023-09-17,0.5017595279408207,1.0885391377198923
2023-09-18,0.5017595279408207,1.0975682689432447
2023-09-19,0.5017595279408207,1.1163095172850568
2023-09-20,0.5017595279408207,1.1130641324076016
2023-09-21,0.5017595279408207,1.0899111990136297
2023-09-22,0.5002542493569982,1.0904008431718888
2023-09-23,0.5185367033018244,1.0903935517926706
2023-09-24,0.5038778839522667,1.0771606600124428
2023-09-25,0.5395925802508935,1.0788694868759992
2023-09-26,0.5308725918195561,1.0755370861982054
2023-09-27,0.550936354721458,1.0810944792881572
2023-09-28,0.5639423954636285,1.1085325802860986
2023-09-29,0.5734512006733292,1.1040270688046603
2023-09-30,0.5897746582105476,1.1063324266383099
2023-10-01,0.5801221286381704,1.1480060241214862
2023-10-02,0.5364696201466308,1.1294235836215443
2023-10-03,0.5334377329451772,1.125288089604161
2023-10-04,0.5319244845213181,1.1404430209962888
2023-10-05,0.5164631351060861,1.1247110290203315
2023-10-06,0.5305013393369172,1.1464818854897718
2023-10-07,0.5235434344861173,1.1473943495176322
2023-10-08,0.5261354999422588,1.1460097887166638
2023-10-09,0.5026909680069932,1.1315934500018119
2023-10-10,0.49869996893117674,1.1236898353045708
2023-10-11,0.5019279107791205,1.102451730268327
2023-10-12,0.48936027425273665,1.0976715501279928
2023-10-13,0.48936027425273665,1.1020027095085685
2023-10-14,0.48936027425273665,1.101975306742716
2023-10-15,0.48936027425273665,1.1141982223136728
2023-10-16,0.48936027425273665,1.1699832827103303
2023-10-17,0.4878921934299784,1.1657283222488357
2023-10-18,0.4884118855940649,1.1621425661744758
2023-10-19,0.5079146705078601,1.1782020292148752
2023-10-20,0.5276353947535031,1.217714013197558
2023-10-21,0.5519933482852576,1.227373648410657
2023-10-22,0.5577318236471649,1.2304703212020822
2023-10-23,0.6178438896776774,1.3573304642156752
2023-10-24,0.6197352926841738,1.3907770623145324
2023-10-25,0.6534508474652599,1.4154445193346563
2023-10-26,0.6543051473743482,1.4012431561191678
2023-10-27,0.6775510112994708,1.391116472010881
2023-10-28,0.6707632518196188,1.3984915017773356
2023-10-29,0.68514257679597,1.4169074424309573
2023-10-30,0.6771613437292026,1.41542577007381
2023-10-31,0.6969331211447863,1.422211880749575
2023-11-01,0.7168868571226592,1.453778745261006
2023-11-02,0.6898356845076803,1.4333072766682615
2023-11-03,0.7101693143954978,1.4248596930313344
2023-11-04,0.7196860750719295,1.4392128130846145
2023-11-05,0.7528331978730456,1.4378655905552462
2023-11-06,0.7930842255156708,1.4373739432708281
2023-11-07,0.7688338273166153,1.4540375491607243
2023-11-08,0.7830365705467529,1.462722943935225
2023-11-09,0.8186654568578288,1.5052996308158382
2023-11-10,0.8602185477579758,1.530769139549949
2023-11-11,0.8882184349232524,1.5235522766249938
2023-11-12,0.9291429020319817,1.520125488642597
2023-11-13,0.8999446942792019,1.4974734970384198
2023-11-14,0.8765479120322336,1.4578970123934234
2023-11-15,0.9288328108593407,1.554013896247041
2023-11-16,0.9163711579187243,1.483214123289372
2023-11-17,0.928587433914903,1.5013432162770521
2023-11-18,0.9117376373027789,1.5008927532664593
2023-11-19,0.9678278446467348,1.5337465862724016
2023-11-20,0.9404913009707087,1.5374555746680514
2023-11-21,0.8380876686882521,1.469226693947644
2023-11-22,0.8915055186739679,1.5356251981091786
2023-11-23,0.8915110844678553,1.5297703007221204
2023-11-24,0.8988923981662965,1.5474377131927186
2023-11-25,0.9200723593872503,1.5505765317585252
2023-11-26,0.8987324910917441,1.53754435321941
2023-11-27,0.8574904656166542,1.528315870880733
2023-11-28,0.8598408492749191,1.5519833673223797
2023-11-29,0.8513716015903093,1.5531076819727956
2023-11-30,0.8454462241405474,1.5471285907638914
2023-12-01,0.8523322133092148,1.5871681981768044
2023-12-02,0.8685966753435092,1.6194779821180145
2023-12-03,0.8679597593448425,1.6400744457830687
2023-12-04,0.892737720663515,1.7221925225383763
2023-12-05,0.9272326720935309,1.8083655676394832
2023-12-06,0.9233597618802013,1.7946552107080418
2023-12-07,0.9519634711129253,1.7760392779387246
2023-12-08,1.0691428433584582,1.811891710679357
2023-12-09,1.0897366312724555,1.7938158207224546
2023-12-10,1.1135101370514149,1.7960194197472368
2023-12-11,1.0167928570954372,1.691987944065028
2023-12-12,1.0712990019125388,1.7004549179631727
2023-12-13,1.1513382561380676,1.7595508254001553
2023-12-14,1.1327549925768337,1.7650164753120339
2023-12-15,1.060706544721386,1.720127379593692
2023-12-16,1.0709875421024262,1.732859569959264
2023-12-17,1.0194561137076885,1.6969449601826623
2023-12-18,1.0403989850026145,1.7485890780587845
2023-12-19,1.0134091022997536,1.73410711693097
2023-12-20,1.0817158625012682,1.7907909399725617
2023-12-21,1.2138318887196098,1.7996891468701741
2023-12-22,1.2129450584657573,1.8049709899257202
2023-12-23,1.2408003588957486,1.7943720487942327
2023-12-24,1.2317849161661816,1.7646942123756042
2023-12-25,1.2545666721617557,1.7891865160444018
2023-12-26,1.202986632372068,1.7443579948611023
2023-12-27,1.2596760312844184,1.782200733753127
2023-12-28,1.2672765587904025,1.7487661544112227
2023-12-29,1.2113613152386677,1.727086880869763
2023-12-30,1.2224979615678224,1.7294457622343757
2023-12-31,1.2825420461642627,1.733888055054242
2024-01-01,1.3183587546392712,1.8119216774466924
2024-01-02,1.2959184765008054,1.8443567769603975
2024-01-03,1.2247100574176202,1.7578045801399513
2024-01-04,1.2577867861490053,1.8124381634954791
2024-01-05,1.2298971604822964,1.811731300336559
2024-01-06,1.2082915077407526,1.8046137924690806
2024-01-07,1.1699358268561,1.8027226811250725
2024-01-08,1.2240773886685838,1.9269190669726817
2024-01-09,1.1894710105588662,1.892837397756436
2024-01-10,1.241542374009969,1.9128590443389584
2024-01-11,1.2501442831171365,1.9022259699377249
2024-01-12,1.1871191862628798,1.7580093797584273
2024-01-13,1.2026583230673105,1.7575669292524696
2024-01-14,1.1724202916788944,1.7146511531756932
