ticker,momentum_12_1_raw,momentum_12_1_z,momentum_6_1_raw,momentum_6_1_z,mean_rev_5d_raw,mean_rev_5d_z,vol_quality_raw,vol_quality_z,risk_adj_mom_raw,risk_adj_mom_z,composite_z,rank
CAT,1.2971076655835332,3.0,0.7268915050831997,2.7965957555327834,0.015365649353455302,-0.033196244177394495,0.35991678308176345,-0.6496080358429506,1.5225160391008818,1.6098318443000876,1.748373285748518,1
ASML,0.9494997310818765,2.4710491649303483,0.6175772451651802,2.290267598595455,0.008641468491189519,-0.24660570332269613,0.43519528959178516,-1.369249576660138,1.2581024139413695,1.2576856139380905,1.2691952775380013,2
JNJ,0.5243415924724062,1.0805314361063347,0.3825943014920954,1.2018599117032842,0.004410701519362514,-0.38088015395416974,0.16005177809627277,1.2610457059929787,2.367517143518371,2.7352048404640787,1.160863543853307,3
INTC,0.9318745764673966,2.413404519940474,0.8791165314198157,3.0,-0.004168464657224646,-0.6531624216631616,0.7238578272786729,-3.0,1.1578967932660096,1.1242317060291291,1.065351974634061,4
GOOGL,0.8282697342660612,2.07455561457987,0.22598477057025002,0.47646676345395583,0.01331762229843314,-0.09819573706431688,0.21385977143537396,0.7466562868873183,0.9961814413486888,0.9088590998141746,1.054985765239322,5
MRK,0.3529990016676283,0.5201401638236902,0.5090917039487615,1.7877779492152894,0.0128084706018472,-0.11435499726522483,0.23792287375581014,0.5166197355057501,1.8367268098917942,2.028297944170723,0.9041890495430367,6
RTX,0.5054099925684099,1.0186139449168026,0.26871773831113144,0.6743998127462391,0.017816796480813024,0.044597318109195754,0.2508675915824748,0.3928718409990426,1.2010704346491974,1.1817303884624515,0.7342747754057322,7
NEE,0.3691375624862301,0.5729227708069791,0.3431259345068147,1.019048030362549,-0.008368618902174774,-0.786465297374273,0.18999507574758817,0.9747961261601007,1.7767782248621389,1.9484583813607756,0.724850957376943,8
NOVN.SW,0.27537699852504005,0.26627045814284483,0.29571336915876967,0.7994397482742844,0.0019736666676077874,-0.45822582627982134,0.1702524034273893,1.1635305709177861,1.7316026440176908,1.8882935147084277,0.6421223489068113,9
AZN,0.3968111229119107,0.6634316259766031,0.32288570686071205,0.9252981649037445,0.025904094028267988,0.3012688489472176,0.267482950504365,0.23403364069298532,0.8782104911670064,0.7517453150247531,0.6103178727723033,10
ROG.SW,0.2225702345825713,0.09356121234554036,0.38248852768673336,1.2013699824300004,0.005669897709455141,-0.3409162708597251,0.19716915691199996,0.9062139097685261,1.365629463906716,1.400890205926873,0.5679485975322903,11
WMT,0.540763769479335,1.1342416352070888,0.28668779126794086,0.7576345508354063,-0.017532574950796187,-1.077307400528028,0.24622437020029328,0.43725974326678446,0.876687369060868,0.7497168200569385,0.5649618569089164,12
GS,0.5843045118737107,1.2766455285526461,0.14530894011904172,0.10278775238638693,0.059877655336935676,1.379508636459337,0.333304104549543,-0.39519824648760554,-0.015092249047048268,-0.4379558297201506,0.5493366695084406,13
AMGN,0.21118530609024777,0.05632578516602903,0.36289044641986057,1.110594447977263,0.028543411228431848,0.3850344804400722,0.2961242229411745,-0.03976894098610891,1.1883172748113198,1.164745722262276,0.4683346036609986,14
GE,0.5060563251923937,1.0207278335872776,0.09207781447317887,-0.1437712762360649,0.06908331233608644,1.6716742282997596,0.34616099362106617,-0.5181065225745498,0.1131275748877535,-0.26719258849504146,0.46145675409285936,15
AVGO,0.7104237296093836,1.6891297133325511,-0.057253980195661525,-0.8354549817610544,0.068228478200696,1.644543832162386,0.38568477645330934,-0.8959428704905755,-0.17107421904028855,-0.6456927143244183,0.4395406404162909,16
BA,0.3430625478787752,0.48764210274874453,0.13199460087848758,0.04111762029599105,0.06715555826822917,1.6104919130983284,0.27747559660182025,0.1385067291241936,-0.07959093665714881,-0.5238552219753376,0.3626697730583365,17
UPS,0.08495252561477029,-0.35652981671422473,0.4411124771525672,1.472907806568256,0.0273164227560847,0.34609279347109756,0.26249076250800485,0.2817575665292585,0.7285823091174121,0.5524704091537093,0.34684424083678234,18
TTE,0.2763519255124198,0.2694590440762916,0.27548537576089394,0.7057465501190952,-0.03063892211261532,-1.4932715925191244,0.23952442826305514,0.5013093207973622,1.563436480604187,1.6643297137326647,0.33631509175215646,19
DE,0.27337344787227225,0.2597176664865863,0.29416456463947327,0.7922659052797871,0.036665078376033944,0.642796820393536,0.35501906370745484,-0.6027872037034553,0.6748953220661715,0.48097004642398034,0.3275013137933718,20
XOM,0.3259985671207435,0.4318328270614452,0.30754241158367845,0.8542301960514481,-0.03775586668175901,-1.719146434730948,0.26562851701155593,0.2517615080216291,1.4121205546511728,1.462807069481849,0.321300850097675,21
HON,0.22871152775553116,0.11364686109458291,0.21711123267758325,0.4353657937353026,0.01300558266559404,-0.10809913059880488,0.2233307983498123,0.6561159093239022,0.8431017957458504,0.7049875326372942,0.31480020683452326,22
KO,0.16617777611290974,-0.09087536819482245,0.18187104136881382,0.27213822279561395,-0.0009226123357535254,-0.5501468123897871,0.15964347455742323,1.2649489740231392,1.0631855974583815,0.9980952765746602,0.2795558814221368,23
LLY,0.2113542852414254,0.0568784465975675,0.3724832230982782,1.1550268298013466,0.023116053530855774,0.21278309479880095,0.38992280130557627,-0.9364572068675981,0.7693973599500101,0.6068279192255219,0.2333858933429267,24
MS,0.41420229541968223,0.7203110115534278,0.09993759183727913,-0.10736590158789774,0.03477720122895778,0.5828801035260273,0.32654209911522797,-0.33055535922313994,-0.014362099916708193,-0.43698341665446144,0.20293687287338408,25
PEP,0.16803549333784717,-0.08479953781117772,0.18645518155976903,0.2933713103705505,0.010214783067873379,-0.19667245200881286,0.21155101757209654,0.7687273303307135,0.7248348231952836,0.5474795050729679,0.1969245813494282,26
NVDA,0.5059976921002234,1.0205360688137624,0.07358144619989426,-0.22944383226736173,0.013086425817882774,-0.10553336180719529,0.34746950500741963,-0.5306155267233885,0.16866142304767825,-0.19323257499265295,0.18689163810285897,27
